Class,Rnorm,Gnorm,Bnorm
3,0.41379310344827586,0.41379310344827586,0.2413793103448276
1,0.5818181818181818,0.2545454545454545,0.2
2,0.4936708860759494,0.27848101265822783,0.31645569620253167
2,0.6129032258064516,0.22580645161290322,0.25806451612903225
2,0.6153846153846154,0.23076923076923078,0.3076923076923077
3,0.44680851063829785,0.3829787234042553,0.2127659574468085
0,0.5538461538461539,0.3076923076923077,0.2
0,0.5098039215686274,0.3333333333333333,0.21568627450980393
2,0.6666666666666666,0.18181818181818182,0.21212121212121213
0,0.5538461538461539,0.3076923076923077,0.2
1,0.5789473684210527,0.2631578947368421,0.21052631578947367
2,0.6666666666666666,0.15151515151515152,0.24242424242424243
0,0.4925373134328358,0.3283582089552239,0.23880597014925373
